fleet_id,vehicle,fuel_type,fuel_liters,dist_km,mpg,year,km_per_liter,litros_teoricos,co2_kg,vehicle_cat
1434,MED VAN,D,215.08,1963.3948,25.78,2014,9.128672122001115,215.08,576.4144000000001,Van
1441,MED VAN,D,202.49,2109.84474,29.43,2014,10.419500913625363,202.49,542.6732000000001,Van
1444,MED VAN,D,333.07,3118.90092,26.45,2014,9.36410039931546,333.07,892.6276,Van
1447,MED VAN,D,87.39,815.93538,26.37,2014,9.336713353930655,87.39,234.20520000000002,Van
1430,MED VAN,D,1504.91,16220.53786,30.44,2014,10.778410576047737,1504.91,4033.1588000000006,Van
1437,MED VAN,D,193.49,2344.80838,34.23,2014,12.118499043878236,193.49,518.5532000000001,Van
949,SMALL VAN,D,250.06,2711.7379,30.63,2014,10.8443489562505,250.06000000000003,670.1608,Van
1951,FLATBACK,D,1411.07,6614.3874,13.24,2014,4.687497714500344,1411.07,3781.6676,Truck
946,SMALL VAN,D,575.59,6873.49114,33.73,2014,11.94164446915339,575.59,1542.5812,Van
947,SMALL VAN,D,228.55,3091.54214,38.21,2014,13.526764996718441,228.55,612.5140000000001,Van
948,SMALL VAN,D,1353.5,17017.16116,35.51,2014,12.572708651643886,1353.5,3627.38,Van
945,SMALL VAN,D,525.36,5986.7448,32.19,2014,11.395509365006854,525.36,1407.9648000000002,Van
950,SMALL VAN,D,193.34,2317.4496,33.85,2014,11.986394951898209,193.34,518.1512,Van
1457,MED VAN,D,1593.72,16051.55716,28.45,2014,10.071754862836634,1593.72,4271.1696,Van
1456,MED VAN,D,1540.92,16494.12566,30.23,2014,10.704076564649691,1540.9199999999998,4129.6656,Van
1460,MED VAN,D,1092.0,11255.72396,29.11,2014,10.307439523809522,1092.0,2926.5600000000004,Van
1458,MED VAN,D,1156.35,11946.13082,29.18,2014,10.330895334457562,1156.35,3099.018,Van
1461,MED VAN,D,1141.11,12029.8165,29.78,2014,10.542205834669753,1141.11,3058.1748,Van
1462,MED VAN,D,845.0,7520.44582,25.14,2014,8.899935881656805,844.9999999999999,2264.6,Van
101,SMALL VAN,D,541.64,7629.88094,39.79,2014,14.086627538586516,541.64,1451.5952,Van
105,SMALL VAN,D,587.79,10225.74636,49.14,2014,17.396938294288777,587.79,1575.2772,Van
1170,SMALL VAN,D,1970.86,19815.80342,28.4,2014,10.054394233989223,1970.8600000000001,5281.9048,Van
YA14JYR,HOIST,D,352.31,2035.0,18.91,2014,5.776163038233374,352.31,944.1908000000001,Truck
1519,MED VAN,D,60.11,,,2014,,,161.09480000000002,Van
1401,MED VAN,D,284.58,2240.2012799999998,28.88,2014,7.87195614589922,284.58,762.6744,Van
930,SMALL VAN,D,128.37,1646.35482,36.22,2014,12.825074550128534,128.37,344.0316,Van
1174,SMALL VAN,D,1297.32,19616.24526,44.38,2014,15.12059111090556,1297.32,3476.8176,Van
1425,MED VAN,D,176.08,1548.18508,24.83,2014,8.792509541117672,176.08,471.8944000000001,Van
315,MINIBUS,D,1426.94,14699.71156,29.1,2014,10.30156247634799,1426.94,3824.1992000000005,Bus
2647,MED TIPPER,D,1932.83,8094.9802,12.08,2014,4.188149087089915,1932.83,5179.9844,Truck
974,SMALL VAN,D,212.84,2922.56144,38.78,2014,13.731260289419282,212.84,570.4112,Van
970,SMALL VAN,D,114.19,1441.96864,35.67,2014,12.627801383658815,114.19,306.0292,Van
981,SMALL VAN,D,136.6,1842.6942999999999,38.1,2014,13.489709370424597,136.6,366.088,Van
1431,MED VAN,D,1325.41,16249.50598,34.63,2014,12.259984442549852,1325.41,3552.0988,Van
1436,MED VAN,D,322.83,3162.3531,27.67,2014,9.795722516494749,322.83,865.1844,Van
1428,MED VAN,D,206.43,1971.4415,26.97,2014,9.55016954899966,206.43,553.2324000000001,Van
1429,MED VAN,D,202.93,2055.12718,28.6,2014,10.127271374365543,202.93000000000004,543.8524000000001,Van
1450,MED VAN,D,250.23,2401.13528,27.1,2014,9.595713063981137,250.23000000000002,670.6164,Van
982,SMALL VAN,D,64.03,643.736,28.4,2014,10.053662345775418,64.03,171.6004,Van
1438,MED VAN,D,241.93,2161.34362,25.23,2014,8.933756127805564,241.93,648.3724000000001,Van
1451,MED VAN,D,189.69,1544.9664,23.0,2014,8.14469081132374,189.69,508.36920000000003,Van
1435,MED VAN,D,1542.91,14049.538199999999,25.72,2014,9.105870206298487,1542.91,4134.9988,Van
1449,MED VAN,D,376.54,3386.05136,25.4,2014,8.992540925266903,376.54,1009.1272000000001,Van
241,MINIBUS,D,1924.38,14224.95626,20.88,2014,7.391968457373284,1924.38,5157.338400000001,Bus
240,MINIBUS,D,1385.28,12155.34502,24.78,2014,8.774648460960961,1385.28,3712.5504,Bus
763,SMALL VAN,D,571.59,8062.7934,39.84,2014,14.105903532252137,571.59,1531.8612000000003,Van
767,SMALL VAN,D,1153.32,20200.43568,51.18,2014,17.515031110186246,1153.32,3090.8976000000002,Van
YB08PZN,SMALL VAN,D,872.11,16856.22716,54.59,2014,19.328097556500897,872.1100000000001,2337.2548,Van
357,MINIBUS,D,413.89,4594.0,31.35,2014,11.09956751793955,413.89,1109.2252,Bus
997,MED VAN,D,1080.31,15382.07172,40.22,2014,14.23857200248077,1080.31,2895.2308,Van
1000,MED VAN,D,1340.93,16901.28868,35.6,2014,12.60415434064418,1340.93,3593.6924000000004,Van
1455,MED VAN,D,918.66,8957.58644,27.54,2014,9.750709119804933,918.66,2462.0088,Van
996,SMALL VAN,D,1009.12,13924.00968,38.97,2014,13.798170366259711,1009.12,2704.4416,Van
999,SMALL VAN,D,939.17,13116.121,39.44,2014,13.96565158597485,939.17,2516.9756,Van
995,SMALL VAN,D,1445.13,17963.45308,35.11,2014,12.43033711845993,1445.13,3872.9484000000007,Van
1002,SMALL VAN,D,803.77,8796.65244,30.91,2014,10.944240815158565,803.77,2154.1036,Van
1001,MED VAN,D,744.09,9348.65606,35.49,2014,12.563878106143072,744.09,1994.1612000000002,Van
768,SMALL VAN,D,1451.75,29219.17704,56.85,2014,20.1268655346995,1451.75,3890.69,Van
742,SMALL VAN,D,1114.53,19629.11998,49.74,2014,17.612015809354617,1114.53,2986.9404,Van
745,SMALL VAN,D,1517.69,25585.28732,47.61,2014,16.858045661498725,1517.69,4067.4092000000005,Van
1477,MED VAN,D,757.2,7720.00398,28.8,2014,10.195462202852616,757.1999999999999,2029.2960000000003,Van
1479,MED VAN,D,2589.4,24939.94198,27.2,2014,9.631552475476944,2589.4,6939.592000000001,Van
1154,SMALL VAN,D,1519.58,18249.9156,33.92,2014,12.009841930006976,1519.58,4072.4744,Van
1156,SMALL VAN,D,719.63,7810.12702,30.65,2014,10.852975862596056,719.63,1928.6084,Van
1155,SMALL VAN,D,1284.85,12741.14478,28.01,2014,9.916445328248434,1284.85,3443.398,Van
1157,SMALL VAN,D,1451.37,15773.14134,30.7,2014,10.867760350565328,1451.37,3889.6716,Van
1480,MED VAN,D,1472.67,17620.66366,33.79,2014,11.96511347416597,1472.67,3946.7556000000004,Van
1151,SMALL VAN,D,1395.0,16352.50374,33.11,2014,11.722224903225806,1395.0,3738.6000000000004,Van
1478,MED VAN,D,2004.11,19218.73828,27.09,2014,9.58966238380129,2004.11,5371.0148,Van
1153,SMALL VAN,D,1228.23,14902.4884,34.27,2014,12.13330434853407,1228.23,3291.6564000000003,Van
1152,SMALL VAN,D,1029.59,12126.3769,34.83,2014,11.777869734554532,1029.59,2759.3012,Van
1481,MED VAN,D,1850.39,19471.40466,29.72,2014,10.52286526624117,1850.39,4959.0452000000005,Van
1740ENE,MED VAN,D,2127.02,18818.01262,24.99,2014,8.847125377288414,2127.02,5700.4136,Van
1147,SMALL VAN,D,898.38,10224.13702,32.14,2014,11.380637391749595,898.3799999999999,2407.6584000000003,Van
107,SMALL VAN,D,945.6,15507.60024,46.32,2014,16.399746446700508,945.5999999999999,2534.208,Van
1712,MED VAN,D,675.89,6249.06722,26.11,2014,9.245686753761706,675.89,1811.3852000000002,Van
2196,MED TIPPER,D,2219.35,18290.1491,23.92,2014,8.241218870389979,2219.35,5947.858,Truck
1393,MED VAN,D,1203.36,12305.01364,28.88,2014,10.225546503124585,1203.36,3225.0047999999997,Van
1394,MED VAN,D,530.96,5751.7811599999995,30.6,2014,10.832795615488925,530.96,1422.9728000000002,Van
1397,MED VAN,D,738.38,7576.77272,28.98,2014,10.261346081963216,738.38,1978.8584,Van
1372,MED VAN,D,1369.71,14084.94368,29.04,2014,10.283157515094436,1369.71,3670.8228000000004,Van
1354,MED VAN,D,1044.74,9994.0014,27.02,2014,9.566017765185595,1044.74,2799.9032,Van
1357,MED VAN,D,198.54,1369.54834,19.49,2014,6.898097814042511,198.54,532.0872,Van
1356,MED VAN,D,1062.57,11239.63056,29.88,2014,10.577778932211524,1062.57,2847.6876,Van
1955,MED TIPPER,D,1031.7,9218.29952,25.24,2014,8.935058175826306,1031.7,2764.956,Truck
396,MINIBUS,D,492.11,7126.15752,40.9,2014,14.480822417752128,492.11,1318.8548,Bus
1718,MED VAN,D,2273.33,20536.78774,25.52,2014,9.0337908442681,2273.33,6092.5244,Van
1883,MED VAN,D,2179.82,16793.4629,21.76,2014,7.704059463625436,2179.82,5841.917600000001,Van
1473,MED VAN,D,773.54,7539.7579,27.53,2014,9.747082115986245,773.54,2073.0872,Van
1470,MED VAN,D,1257.18,14673.96212,32.97,2014,11.672125009942887,1257.18,3369.2424000000005,Van
1472,MED VAN,D,1091.38,9038.05344,23.39,2014,8.281307555571845,1091.38,2924.8984000000005,Van
1471,MED VAN,D,1442.51,12943.92162,25.34,2014,8.973193683232697,1442.5100000000002,3865.9268,Van
1474,MED VAN,D,767.45,6810.72688,25.07,2014,8.874489386930744,767.45,2056.766,Van
369,MINIBUS,D,771.86,7167.0,26.23,2014,9.285362630528851,771.8600000000001,2068.5848,Bus
YB60LYK,MED VAN,D,1430.0,14252.31504,28.15,2014,9.966653874125873,1430.0,3832.4,Van
1338ENE,MED VAN,D,2532.48,28036.312139999998,31.27,2014,11.070694394427596,2532.48,6787.0464,Van
YB62XNH,LUTON,D,454.0,3464.90902,21.56,2014,7.631958193832599,454.0,1216.72,Van
284,WELFARE,D,2963.9,21784.02624,21.16,2014,7.349784486656095,2963.9,7943.252,Bus
531,4 X 4,D,1204.31,11489.07826,28.48,2014,9.539967500062277,1204.31,3227.5508,Car
1009,SMALL VAN,D,1778.48,22984.59388,37.53,2014,12.923729184472133,1778.48,4766.3264,Van
1010,SMALL VAN,D,1115.17,14466.35726,38.29,2014,12.972333599361532,1115.17,2988.6556000000005,Van
1011,SMALL VAN,D,882.8,10385.07102,35.18,2014,11.76378683733575,882.7999999999998,2365.904,Van
1012,SMALL VAN,D,747.44,9533.73016,38.46,2014,12.755177887188268,747.44,2003.1392000000003,Van
1013,SMALL VAN,D,769.47,9610.97848,37.93,2014,12.490387513483306,769.47,2062.1796000000004,Van
1014,SMALL VAN,D,583.12,6936.2554,36.67,2014,11.895073741253944,583.12,1562.7616,Van
1015,SMALL VAN,D,1060.1,12935.87492,36.11,2014,12.20250440524479,1060.1,2841.0679999999998,Van
1016,SMALL VAN,D,1382.78,22046.34866,46.74,2014,15.94349691201782,1382.78,3705.8504000000003,Van
1017,SMALL VAN,D,738.66,9490.27798,38.88,2014,12.847965207267215,738.66,1979.6088,Van
1018,SMALL VAN,D,1014.97,12316.27902,35.87,2014,12.13462370316364,1014.97,2720.1196000000004,Van
1019,SMALL VAN,D,1099.45,13800.0905,37.29,2014,12.55181272454409,1099.45,2946.5260000000003,Van
1020,SMALL VAN,D,995.58,13890.21354,41.39,2014,13.951880853371904,995.58,2668.1544000000004,Van
1021,SMALL VAN,D,748.76,8729.060159999999,35.23,2014,11.65802147550617,748.76,2006.6768000000002,Van
1022,SMALL VAN,D,1408.34,16552.0619,34.42,2014,11.752887725975263,1408.34,3774.3512,Van
1023,SMALL VAN,D,1099.75,15214.70036,40.89,2014,13.834690029552172,1099.75,2947.3300000000004,Van
1024,SMALL VAN,D,1029.91,13637.54716,39.2,2014,13.241494072297579,1029.91,2760.1588000000006,Van
1025,SMALL VAN,D,735.85,8667.90524,35.69,2014,11.779445865325814,735.85,1972.0780000000002,Van
1037,SMALL VAN,D,803.75,11241.2399,42.3,2014,13.985990544323485,803.75,2154.05,Van
1038,SMALL VAN,D,935.78,11996.02036,38.1,2014,12.819274145632521,935.78,2507.8904,Van
1039,SMALL VAN,D,1042.05,12937.48426,36.79,2014,12.415416016505926,1042.05,2792.694,Van
1040,SMALL VAN,D,1066.25,14410.03036,39.96,2014,13.514682635404455,1066.25,2857.55,Van
1041,SMALL VAN,D,1898.76,27680.648,42.2,2014,14.57827634877499,1898.76,5088.6768,Van
1194,SMALL VAN,D,995.24,14802.70932,43.72,2014,14.87350721434026,995.24,2667.2432000000003,Van
1195,SMALL VAN,D,708.0,11582.41998,48.73,2014,16.359350254237288,708.0,1897.44,Van
1196,SMALL VAN,D,459.17,7092.36138,47.35,2014,15.446046954287084,459.17,1230.5756000000001,Van
10,CAR,D,5980.83,95206.94506,45.26,2014,15.918684373239167,5980.83,16028.6244,Car
11,CAR,D,6465.86,104624.80274,45.98,2014,16.18111167578636,6465.86,17328.5048,Car
1863,LARGE VAN,D,574.95,3788.38636,18.61,2014,6.589070980085224,574.95,1540.8660000000002,Van
931,SMALL VAN,D,333.32,4486.83992,38.02,2014,13.461058202328095,333.32,893.2976,Van
956,SMALL VAN,D,46.38,587.4091,35.77,2014,12.66513799051315,46.38,124.29840000000002,Van
959,SMALL VAN,D,672.78,10143.67002,42.58,2014,15.077246677963078,672.78,1803.0504,Van
962,SMALL VAN,D,99.47,1269.76926,36.05,2014,12.76534894943199,99.47,266.5796,Van
1947,FLATBACK,D,1430.89,12274.43618,24.23,2014,8.578182935096338,1430.89,3834.7852000000007,Truck
953,SMALL VAN,D,793.43,10005.26678,35.62,2014,12.610144284940072,793.43,2126.3924,Van
1459,MED VAN,D,1098.2,12539.97728,32.25,2014,11.418664432708066,1098.2,2943.1760000000004,Van
356,MINIBUS,D,1217.31,15060.20372,34.94,2014,12.37170788049059,1217.31,3262.3908,Bus
762,SMALL VAN,D,419.93,7071.43996,47.56,2014,16.83956840425785,419.93000000000006,1125.4124000000002,Van
1882,MED VAN,D,2438.31,15237.23112,17.65,2014,6.249095119160402,2438.31,6534.6708,Van
1731,MED VAN,D,1748.03,16750.01072,27.06,2014,9.582221540820237,1748.03,4684.7204,Van
1730,MED VAN,D,1524.56,14305.42326,26.5,2014,9.383312732854069,1524.56,4085.8208,Van
1723,MED VAN,D,1793.62,14231.39362,22.41,2014,7.934453016804007,1793.62,4806.9016,Van
1722,MED VAN,D,1761.75,15534.95902,24.91,2014,8.817913449694906,1761.75,4721.490000000001,Van
1729,MED VAN,D,2198.75,20377.46308,26.18,2014,9.26774898465037,2198.75,5892.650000000001,Van
1732,MED VAN,D,1144.61,9105.64572,22.47,2014,7.95523865770874,1144.61,3067.5548,Van
1733,MED VAN,D,1234.71,9836.28608,22.5,2014,7.966474783552413,1234.71,3309.0228,Van
1737,MED VAN,D,637.66,5481.41204,24.28,2014,8.596135934510555,637.66,1708.9288,Van
1724,MED VAN,D,1486.7,12414.44876,23.58,2014,8.350338844420527,1486.7000000000003,3984.356,Van
1961ENE,MED TIPPER,D,973.83,7835.87646,22.73,2014,8.046452111764888,973.83,2609.8644000000004,Truck
0529ENE,4 X 4,D,804.01,6978.09824,26.67,2014,8.679118717428889,804.01,2154.7468,Car
1355ENE,MED VAN,D,1845.38,23559.12826,36.06,2014,12.766545784608049,1845.38,4945.6184,Van
,MED VAN,D,1391.39,13256.13358,27.65,2014,9.527259488712724,1391.3900000000003,3728.9252000000006,Van
1351ENE,MED VAN,D,762.52,8712.96676,32.27,2014,11.426541939883544,762.52,2043.5536,Van
1352ENE,MED VAN,D,1410.62,15192.1696,30.42,2014,10.769852688888575,1410.62,3780.4616,Van
YC13JZK,SMALL VAN,D,987.01,9120.12978,26.81,2014,9.240159451272023,987.01,2645.1868,Van
8540,SML SWEEPE,D,4976.62,9755.81908,5.54,2014,1.9603303205790275,4976.62,13337.3416,Truck
8541,SML SWEEPE,D,7597.43,13635.93782,5.07,2014,1.7948092736622778,7597.43,20361.1124,Truck
8542,SML SWEEPE,D,8128.08,14550.04294,5.06,2014,1.790095931634531,8128.08,21783.2544,Truck
8543,SML SWEEPE,D,8871.31,18705.35882,5.96,2014,2.108522734522861,8871.31,23775.1108,Truck
8544,SML SWEEPE,D,10321.73,16954.3969,4.64,2014,1.642592559580613,10321.73,27662.2364,Truck
8545,SML SWEEPE,D,7927.41,19238.05036,6.85,2014,2.4267762560533646,7927.409999999999,21245.4588,Truck
8547,SML SWEEPE,D,7686.0,19043.32022,7.0,2014,2.4776633125162637,7685.999999999999,20598.48,Truck
1050,SMALL VAN,D,674.41,9310.0319,42.56,2014,13.80470618763067,674.41,1807.4188,Van
1171,SMALL VAN,D,601.35,7280.65416,36.71,2014,12.1071824395111,601.35,1611.6180000000002,Van
1172,SMALL VAN,D,1070.56,13426.72362,36.89,2014,12.541775911672397,1070.56,2869.1008,Van
293,WELFARE,D,734.25,4493.27728,18.82,2014,6.119546857337419,734.25,1967.7900000000002,Bus
1422,MED VAN,D,508.4,4201.98674,23.34,2014,8.26511947285602,508.4,1362.512,Van
921,SMALL VAN,D,85.66,1152.28744,37.99,2014,13.45187298622461,85.66,229.5688,Van
80,4 X 4,D,876.14,10426.91386,33.61,2014,11.900967722053554,876.14,2348.0552000000002,Car
721,SMALL VAN,D,165.54,2188.7024,46.77,2014,13.221592364383232,165.54,443.6472,Van
2680,MED TIPPER,D,2677.52,18228.0,19.23,2014,6.8077922853984285,2677.52,7175.7536,Truck
1026,SMALL VAN,D,887.8,10990.18286,36.99,2014,12.379120139671098,887.8,2379.304,Van
3433,LARGE TIPP,D,1712.78,10242.0,17.45,2014,5.97975221569612,1712.78,4590.2504,Truck
3434,LARGE TIPP,D,1035.96,3672.0,10.55,2014,3.5445383991659907,1035.96,2776.3728,Truck
3432,LARGE TIPP,D,1856.1,6349.0,10.01,2014,3.420613113517591,1856.1,4974.348,Truck
2602,MED TIPPER,D,685.31,4720.19422,19.45,2014,6.887677430651823,685.31,1836.6308,Truck
3429,LARGE TIPP,D,2321.18,12720.22336,15.48,2014,5.480067620779087,2321.18,6220.7624,Truck
429,WELFARE,D,6049.35,24788.0,11.57,2014,4.097630323919098,6049.35,16212.258000000002,Bus
78,CAR,D,447.54,3635.49906,30.81,2014,8.123294141305806,447.53999999999996,1199.4072,Car
1342ENE,LARGE VAN,D,1757.07,16975.31832,27.29,2014,9.661150847718076,1757.0699999999997,4708.9476,Van
1340ENE,MED VAN,D,1420.42,15164.81082,30.15,2014,10.676286464566818,1420.42,3806.7256,Van
YD13MRV,SMALL VAN,D,665.64,6030.19698,27.12,2014,9.059246709933298,665.6399999999999,1783.9152000000001,Van
YD13MXR,SMALL VAN,D,612.32,5550.61366,26.98,2014,9.064890351450222,612.32,1641.0176000000001,Van
1125,SMALL VAN,D,1156.75,16756.44808,40.91,2014,14.485799074994596,1156.75,3100.09,Van
1894,LARGE VAN,D,585.0,4506.152,24.48,2014,7.702823931623931,585.0,1567.8000000000002,Van
98,MPV,D,1591.76,20403.21252,37.62,2014,12.818020631250944,1591.76,4265.9168,Bus
1044,SMALL VAN,D,648.15,9516.02742,44.39,2014,14.681828928488777,648.15,1737.0420000000001,Van
1045,SMALL VAN,D,487.62,8297.75704,52.63,2014,17.01685131864977,487.61999999999995,1306.8216,Van
1051,SMALL VAN,D,706.9,10639.346739999999,45.27,2014,15.050709775074267,706.9,1894.492,Van
1179,SMALL VAN,D,755.52,8944.71172,36.01,2014,11.839146177467175,755.52,2024.7936,Van
1057,SMALL VAN,D,762.22,11532.53044,46.22,2014,15.130186088006088,762.22,2042.7496,Van
1182,SMALL VAN,D,994.1,13922.40034,41.64,2014,14.005030017100895,994.1,2664.188,Van
1183,SMALL VAN,D,590.25,7069.83062,36.9,2014,11.97768847098687,590.25,1581.8700000000001,Van
1184,SMALL VAN,D,660.15,9649.60264,45.05,2014,14.617287949708398,660.15,1769.202,Van
1215,SMALL VAN,D,526.64,7589.64744,40.7,2014,14.411452681148413,526.64,1411.3952000000002,Van
749,SMALL VAN,D,282.88,4208.4241,42.02,2014,14.877064833144797,282.88,758.1184000000001,Van
790,SMALL VAN,D,886.16,17009.11446,54.21,2014,19.194179899792363,886.16,2374.9088,Van
775,SMALL VAN,D,1398.3,21685.8565,43.8,2014,15.50872952871344,1398.3,3747.444,Van
772,SMALL VAN,D,525.66,9219.90886,49.54,2014,17.539681276870983,525.66,1408.7688,Van
794,SMALL VAN,D,697.08,13383.27144,54.23,2014,19.199046651747288,697.08,1868.1744000000003,Van
789,SMALL VAN,D,1053.82,19699.93094,52.8,2014,18.69382905999127,1053.82,2824.2376,Van
785,SMALL VAN,D,893.11,15855.21768,50.14,2014,17.752816204051012,893.11,2393.5348000000004,Van
777,SMALL VAN,D,1052.68,18055.18546,48.44,2014,17.15163721168826,1052.68,2821.1824,Van
781,SMALL VAN,D,196.15,3855.97864,55.52,2014,19.658315778740757,196.15,525.682,Van
783,SMALL VAN,D,1111.11,20160.20218,51.25,2014,18.14420010620011,1111.11,2977.7747999999997,Van
793,SMALL VAN,D,1013.22,20147.32746,56.16,2014,19.884454965357968,1013.22,2715.4296000000004,Van
786,SMALL VAN,D,459.49,8159.3538,50.15,2014,17.757413219003677,459.49,1231.4332000000002,Van
787,SMALL VAN,D,664.49,12406.40206,52.73,2014,18.670562476485728,664.49,1780.8332,Van
788,SMALL VAN,D,311.82,5616.5966,50.87,2014,18.01230389327176,311.82,835.6776,Van
779,SMALL VAN,D,594.09,10974.08946,52.17,2014,18.472099277887185,594.09,1592.1612000000002,Van
774,SMALL VAN,D,515.18,8627.67174,47.3,2014,16.746907372180598,515.18,1380.6824,Van
782,SMALL VAN,D,661.47,12287.3109,52.47,2014,18.57576443376117,661.47,1772.7396,Van
792,SMALL VAN,D,819.55,15028.01692,51.79,2014,18.336912842413522,819.55,2196.3940000000002,Van
780,SMALL VAN,D,931.4,18653.85994,56.57,2014,20.02776459093837,931.4,2496.152,Van
773,SMALL VAN,D,425.78,5867.6536399999995,38.92,2014,13.78095175912443,425.78,1141.0904,Van
1067,SMALL VAN,D,255.98,3178.4465,36.5,2014,12.41677670130479,255.97999999999996,686.0264,Van
311,MINIBUS,D,50.03,,,2014,,,134.0804,Bus
957,SMALL VAN,D,546.09,9958.59592,51.51,2014,18.236180702814554,546.09,1463.5212000000001,Van
1948,MED TIPPER,D,2358.39,17076.70674,20.45,2014,7.240832406853829,2358.39,6320.4852,Truck
1950,FLATBACK,D,121.9,754.78046,17.49,2014,6.191800328137817,121.9,326.692,Truck
1427,MED VAN,D,364.57,3577.56282,27.72,2014,9.813102614038456,364.57,977.0476,Van
977,SMALL VAN,D,42.64,442.5685,29.32,2014,10.379186210131332,42.64,114.27520000000001,Van
78079,MINIBUS,D,572.74,3818.96382,18.83,2014,6.667883891469078,572.74,1534.9432000000002,Bus
969,SMALL VAN,D,66.99,869.0436,36.64,2014,12.972736229287953,66.99,179.5332,Van
759,SMALL VAN,D,458.96,7953.35828,48.94,2014,17.329088112253793,458.96,1230.0128,Van
952,SMALL VAN,D,1372.52,14884.78566,30.63,2014,10.844858843586978,1372.52,3678.3536000000004,Van
978,SMALL VAN,D,46.03,675.9228,41.47,2014,14.684397132305019,46.03,123.36040000000001,Van
985,SMALL VAN,D,1057.01,12768.50356,34.12,2014,12.079832319467176,1057.01,2832.7868000000003,Van
984,SMALL VAN,D,96.33,1142.6314,33.5,2014,11.861636042769646,96.33,258.1644,Van
963,SMALL VAN,D,914.82,12704.12996,39.22,2014,13.887026912398067,914.82,2451.7176000000004,Van
255,WELFARE,D,5086.3,32423.37298,18.0,2014,6.374648168609795,5086.3,13631.284000000001,Bus
256,WELFARE,D,3464.76,22875.15876,18.65,2014,6.602234717556193,3464.76,9285.5568,Bus
252,WELFARE,D,4156.49,28475.66196,19.35,2014,6.850891487769729,4156.49,11139.3932,Bus
253,WELFARE,D,4420.41,27725.70952,17.72,2014,6.2722031485767165,4420.41,11846.6988,Bus
254,WELFARE,D,3430.06,23757.07708,19.56,2014,6.9261403823839816,3430.06,9192.560800000001,Bus
251,WELFARE,D,3410.92,24595.54322,20.37,2014,7.2108238305207975,3410.92,9141.2656,Bus
YE09YBF,SMALL VAN,D,34.92,590.62778,47.77,2014,16.913739404352807,34.92,93.58560000000001,Van
1736,MED VAN,D,1014.56,8418.45754,24.73,2014,8.297643845607949,1014.5599999999998,2719.0208000000002,Van
1738,MED VAN,D,1328.26,15600.94196,33.17,2014,11.745397708280006,1328.26,3559.7368,Van
4481,3 AXLE BIN,D,17677.66,18111.0,2.89,2014,1.0245134254194277,17677.66,47376.128800000006,Truck
1960ENE,MED TIPPER,D,57.96,,,2014,,,155.33280000000002,Truck
1130,SMALL VAN,D,1476.37,15510.81892,29.67,2014,10.506051274409533,1476.37,3956.6716,Van
1128,SMALL VAN,D,1154.22,14315.0793,35.03,2014,12.40238368768519,1154.22,3093.3096,Van
1131,SMALL VAN,D,710.35,8941.49304,35.55,2014,12.58744708946294,710.35,1903.7380000000003,Van
1129,SMALL VAN,D,793.36,10423.69518,37.11,2014,13.138669935464355,793.36,2126.2048,Van
916,SMALL VAN,D,276.53,3955.75772,40.4,2014,14.304985788160419,276.53,741.1003999999999,Van
915,SMALL VAN,D,244.13,2764.84612,31.99,2014,11.325302584688487,244.13,654.2684,Van
312,MINIBUS,D,127.53,1184.47424,26.23,2014,9.287808672469223,127.52999999999999,341.78040000000004,Bus
57,CAR,D,231.36,3151.08772,38.47,2014,13.619846645919777,231.36,620.0448000000001,Car
939,SMALL VAN,D,295.3,3315.2404,31.71,2014,11.22668608195056,295.3,791.4040000000001,Van
1946,FLATBACK,D,195.23,1345.40824,19.46,2014,6.891401116631665,195.23,523.2164,Truck
2662,MED TIPPER,D,2924.79,21074.3073,20.35,2014,7.205408696008944,2924.79,7838.4372,Truck
2663,MED TIPPER,D,495.5,8412.02018,47.95,2014,16.976831846619575,495.5,1327.94,Truck
337,MINIBUS,D,1293.34,17828.26852,38.93,2014,13.78467264601729,1293.34,3466.1512,Bus
4457,3 AXLE BIN,D,18452.72,23619.0,3.62,2014,1.2799739008666473,18452.72,49453.289600000004,Truck
4460,3 AXLE BIN,D,14681.33,16060.0,3.09,2014,1.093906342272805,14681.33,39345.964400000004,Truck
4458,3 AXLE BIN,D,14936.57,15789.0,2.99,2014,1.0570699966592063,14936.57,40030.007600000004,Truck
4462,3 AXLE BIN,D,15116.6,18050.0,3.37,2014,1.1940515724435388,15116.600000000002,40512.488000000005,Truck
4459,3 AXLE BIN,D,15454.46,16806.0,3.07,2014,1.0874530717993383,15454.46,41417.9528,Truck
4465,3 AXLE BIN,D,16047.44,16435.0,2.89,2014,1.0241508926034308,16047.44,43007.139200000005,Truck
4467,3 AXLE BIN,D,17394.8,19132.0,3.11,2014,1.0998689263458046,17394.8,46618.064,Truck
4464,3 AXLE BIN,D,13698.21,14542.0,3.0,2014,1.0615985592278117,13698.209999999997,36711.2028,Truck
4466,3 AXLE BIN,D,16545.54,19011.0,3.26,2014,1.1490105490663949,16545.54,44342.04720000001,Truck
4468,3 AXLE BIN,D,18329.56,22245.0,3.43,2014,1.2136134200711854,18329.56,49123.22080000001,Truck
4463,3 AXLE BIN,D,13531.46,15781.0,3.29,2014,1.166245179751483,13531.459999999997,36264.3128,Truck
4469,3 AXLE BIN,D,16475.3,16437.0,2.82,2014,0.9976753078851371,16475.3,44153.804000000004,Truck
4470,3 AXLE BIN,D,17439.49,17914.0,2.9,2014,1.0272089378760503,17439.49,46737.83320000001,Truck
