company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,1,2584.11,1388.38,313.70,2184.15,0.7226,27.43,33.63,23.34,10.73,4.87,167.98,79.73,18.21,25.46,9.79,12.48,104.37,127.39,6.64,79.53,490.52,19.74,45.15,9.30,1.0537,13.26,54.62,111.46,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,2,2769.73,1388.31,331.20,2130.51,0.7131,26.08,36.25,22.25,10.57,4.85,177.81,85.79,18.29,25.63,10.34,14.81,101.53,116.21,7.06,86.03,523.29,21.07,49.47,9.58,1.1381,14.71,50.47,112.01,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,3,2899.96,1343.05,349.56,2084.70,0.7921,29.70,35.00,21.72,10.06,3.52,190.44,89.60,18.48,27.17,10.25,14.63,99.80,117.04,6.77,91.81,539.35,21.08,47.75,9.83,1.1593,14.31,50.01,109.34,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,4,2832.40,1306.76,349.14,1988.76,0.8066,28.53,34.11,21.94,10.48,4.94,184.35,87.16,20.18,27.33,10.93,15.09,101.83,114.33,7.02,86.87,546.44,21.30,48.69,10.28,1.2203,14.37,51.51,105.99,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,5,2748.53,1189.02,337.60,1763.54,0.7690,25.38,33.63,24.35,11.29,5.35,181.77,85.74,19.45,25.65,10.22,13.77,90.55,101.16,7.19,87.39,537.57,22.06,47.06,9.33,1.2035,14.37,46.44,95.14,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,6,2461.80,1165.72,292.99,1765.35,0.6919,25.70,36.97,21.26,10.89,5.18,160.79,76.84,17.45,22.04,8.46,12.53,89.35,104.75,6.11,74.40,449.48,18.24,41.49,7.79,1.0606,11.55,44.82,93.80,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,7,2300.88,1165.57,269.97,1786.34,0.6413,25.72,34.17,24.22,10.49,5.40,151.43,67.30,15.75,21.07,8.21,11.66,89.25,106.33,5.88,71.02,431.69,16.83,40.46,7.55,1.0443,10.70,45.68,92.41,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,8,2398.57,1251.85,275.26,1891.93,0.5629,26.24,34.22,22.60,11.56,5.38,150.61,72.82,15.25,21.76,9.64,11.38,97.00,110.10,5.79,73.29,460.66,18.52,40.22,8.20,1.0331,12.30,48.60,101.92,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,9,2121.20,1232.06,248.04,1920.28,0.5857,28.31,34.22,21.30,11.37,4.80,138.36,67.87,16.12,20.28,7.88,11.34,91.38,105.57,5.36,66.99,394.73,16.25,39.10,7.65,0.9135,11.25,45.43,97.32,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,10,2223.09,1379.14,264.56,2125.28,0.5842,25.68,35.37,23.98,9.73,5.24,141.30,65.77,15.78,21.30,7.73,11.91,102.89,116.45,5.48,68.04,418.99,15.45,41.61,8.61,1.0256,11.21,49.97,110.10,2017,water
