company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,1,2481.75,780.76,295.85,1253.70,0.6216,26.18,33.23,24.99,9.60,6.00,153.59,71.66,16.34,21.57,8.50,12.12,64.55,74.49,6.00,73.01,447.34,18.24,38.78,7.46,0.9157,11.27,31.76,69.27,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,2,2622.78,769.70,318.17,1213.96,0.6526,24.36,33.90,24.40,11.57,5.77,160.51,77.58,17.66,22.58,9.36,12.38,62.33,72.64,6.13,76.94,471.92,18.96,39.62,8.08,1.0088,11.87,32.21,66.10,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,3,2488.62,698.71,301.60,1069.46,0.6635,27.19,31.50,23.20,11.42,6.69,154.72,72.21,16.23,21.61,7.94,11.85,57.39,66.28,6.07,73.77,459.20,18.36,37.01,7.18,0.9278,11.53,28.61,58.84,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,4,2644.84,681.51,321.31,1049.04,0.6644,26.21,34.22,23.20,10.56,5.81,160.34,76.52,16.09,23.40,8.47,12.55,56.95,65.15,6.48,75.71,474.19,18.59,36.25,7.70,1.0101,11.76,27.74,60.34,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,5,2365.62,614.04,286.79,941.30,0.5935,28.10,32.10,24.19,11.33,4.28,147.64,69.92,15.85,21.00,8.12,11.10,49.46,59.31,5.41,69.39,423.97,16.88,35.61,6.84,0.8457,9.64,27.38,52.66,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,6,2153.48,607.59,258.29,908.16,0.5602,27.15,34.48,23.61,10.02,4.74,130.19,62.33,14.33,19.20,7.40,10.16,50.14,60.95,5.07,63.95,385.69,14.17,31.80,6.35,0.7941,9.64,25.87,53.05,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,7,2069.51,625.54,244.67,955.94,0.5349,25.38,34.63,23.95,12.16,3.88,125.91,59.40,15.35,18.45,7.27,10.49,50.93,59.23,4.94,60.84,372.07,14.74,31.60,6.23,0.7756,8.82,25.95,52.97,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,8,2093.55,652.08,246.81,999.70,0.5500,26.25,33.64,23.03,11.16,5.92,128.04,63.12,13.08,18.18,6.80,10.41,53.71,62.44,5.05,60.49,371.69,13.65,30.11,6.03,0.7739,9.05,28.88,56.90,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,9,2064.76,722.18,242.43,1132.87,0.5188,28.09,34.53,22.56,10.55,4.27,127.88,60.21,14.57,18.14,7.19,9.95,58.97,72.23,4.76,61.44,360.77,14.99,31.12,6.44,0.7525,8.76,30.92,62.07,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,10,2010.79,741.66,240.14,1138.40,0.5312,26.40,32.54,24.72,11.69,4.65,120.82,58.67,12.77,18.06,6.45,9.91,59.95,68.15,4.63,59.64,370.09,15.38,32.49,6.26,0.8061,9.22,29.67,64.17,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2020,11,2035.87,705.02,245.53,1110.73,0.5105,25.76,32.72,23.31,13.02,5.19,123.95,61.95,13.58,18.56,6.68,9.90,58.98,66.65,5.04,59.44,375.92,16.02,32.53,6.53,0.7733,9.64,28.12,59.74,2016,electricity
