company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,1,2511.57,1249.77,301.39,1973.35,0.7078,27.06,33.3,23.64,10.52,5.47,162.83,77.97,17.61,24.83,9.42,12.19,101.95,121.62,6.43,77.83,472.15,19.01,43.94,9.03,1.0323,12.81,53.53,106.59,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,2,2676.82,1228.96,323.18,1920.25,0.6957,26.2,35.8,22.99,10.4,4.61,172.25,82.79,17.84,24.92,9.88,14.13,99.22,111.66,6.89,84.16,502.76,20.36,48.19,9.4,1.1034,14.05,49.27,108.12,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,3,2709.32,1162.69,327.83,1790.55,0.7382,29.9,34.64,21.15,10.27,4.04,177.35,83.68,17.21,25.31,9.43,13.76,92.81,109.78,6.37,84.64,508.33,19.45,44.61,9.26,1.0711,13.26,46.9,101.14,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,4,2632.22,1117.8,317.79,1696.27,0.7491,27.72,33.62,22.28,10.96,5.42,171.44,80.42,18.65,24.79,9.92,13.98,94.54,104.61,6.42,80.82,509.49,19.57,45.14,9.38,1.1146,13.09,46.79,96.54,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,5,2550.96,1012.74,306.11,1520.16,0.6963,25.77,33.64,23.76,11.6,5.22,166.83,78.03,17.96,23.6,9.25,12.53,82.09,93.82,6.52,79.32,491.41,19.96,43.17,8.61,1.1099,13.1,42.77,87.22,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,6,2333.15,1039.98,277.65,1554.77,0.6551,26.49,36.71,21.19,11.13,4.48,153.57,72.64,16.99,21.45,8.18,11.99,86.13,99.65,5.86,72.41,435.14,17.32,39.33,7.52,1.0229,11.11,42.44,89.95,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,7,2190.19,1046.01,258.44,1570.09,0.614,25.43,33.48,24.31,10.92,5.86,142.96,65.08,15.22,20.27,7.92,11.25,86.45,100.54,5.58,68.86,410.52,15.91,38.37,7.25,0.9854,10.11,43.14,88.64,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,8,2161.98,1053.7,253.53,1598.99,0.5195,26.46,34.55,22.86,11.41,4.71,137.09,65.61,13.79,19.84,8.7,10.4,86.91,98.84,5.21,65.93,416.83,17.06,36.62,7.53,0.9375,11.29,44.47,91.43,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,9,2068.7,1105.4,242.04,1702.32,0.5698,28.08,34.21,22.18,10.86,4.67,132.21,66.74,15.81,19.84,7.68,11.11,89.61,102.93,5.25,64.75,383.87,15.68,37.68,7.4,0.882,10.95,43.74,94.13,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,10,2069.16,1176.16,242.65,1837.76,0.5487,25.48,36.0,23.25,10.45,4.82,132.45,60.68,14.56,19.53,7.19,10.98,97.16,109.91,5.15,63.53,392.37,14.19,38.47,7.93,0.9547,10.56,46.16,101.91,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,11,2166.59,1221.52,255.66,1928.74,0.5636,27.43,33.73,23.37,10.19,5.29,142.18,70.38,15.28,19.79,8.69,10.61,102.12,116.24,5.25,66.69,409.69,17.16,40.32,7.95,0.9712,10.02,51.25,104.78,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,12,2313.89,1217.19,275.35,1929.24,0.6402,26.44,33.69,23.8,10.67,5.4,153.08,69.12,14.88,22.91,8.82,11.83,97.24,111.02,5.52,71.42,441.21,18.18,42.7,8.49,1.0356,11.43,49.97,105.74,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,1,2451.62,1206.88,298.36,1927.36,0.667,27.12,33.36,23.88,10.41,5.23,165.26,75.43,17.11,23.17,8.39,13.53,96.14,116.29,6.53,74.54,459.62,19.41,44.19,9.54,1.1175,11.79,49.77,102.81,2017,water
