company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,1,2864.4,970.17,343.73,1531.88,0.7742,26.29,33.66,24.84,9.78,5.43,187.0,89.65,20.0,27.02,10.51,14.91,79.08,91.11,7.36,89.43,555.72,22.43,48.06,9.21,1.1254,13.95,39.74,84.44,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,2,2955.85,913.7,356.87,1427.65,0.7766,25.24,33.84,24.15,11.36,5.41,192.43,91.53,21.22,27.31,11.05,14.96,74.85,87.08,7.29,91.21,567.99,22.81,46.64,9.64,1.2186,14.07,38.09,78.32,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,3,3057.99,889.07,370.02,1369.17,0.8468,26.99,32.52,22.79,11.44,6.25,199.23,91.65,20.7,27.52,10.18,15.05,73.41,86.09,7.82,94.45,590.86,23.57,47.68,9.28,1.1864,14.79,36.76,76.42,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,4,2970.02,825.61,358.58,1252.86,0.7881,26.69,34.05,22.9,11.0,5.35,192.83,90.69,19.02,27.9,10.04,15.03,67.64,78.79,7.62,91.06,558.64,22.39,43.88,9.26,1.1927,14.04,33.08,71.06,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,5,2854.67,793.78,342.56,1191.48,0.7619,28.21,32.98,23.52,11.76,3.54,187.08,88.83,20.22,26.41,10.38,14.34,62.64,75.87,6.94,87.99,546.39,21.39,45.02,8.6,1.0818,12.21,34.38,67.47,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,6,2679.13,794.69,318.82,1188.07,0.7355,27.42,33.89,23.9,9.63,5.16,171.31,82.29,18.91,25.16,9.72,13.42,65.31,79.94,6.68,82.64,501.97,18.59,41.49,8.29,1.0384,12.64,33.23,68.4,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,7,2454.13,783.97,289.59,1176.75,0.6679,26.0,34.33,23.3,11.88,4.49,157.11,73.77,19.06,22.89,8.99,13.12,63.87,73.93,6.11,75.93,461.45,18.4,39.48,7.66,0.9528,10.87,31.97,66.32,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,8,2393.91,806.61,280.73,1224.02,0.6745,25.86,33.22,24.04,11.64,5.24,155.08,77.39,16.1,22.45,8.2,12.73,66.28,75.48,6.18,74.22,458.08,16.62,37.0,7.45,0.9364,11.07,35.32,70.35,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,9,2345.84,873.61,274.46,1345.36,0.6266,26.89,34.29,22.76,11.07,5.0,154.87,72.79,17.55,21.77,8.56,11.86,71.36,85.22,5.61,73.69,436.57,17.85,36.72,7.63,0.9052,10.57,36.79,73.63,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,10,2375.01,910.66,278.51,1422.91,0.6642,26.24,32.86,24.62,11.23,5.05,151.39,72.46,15.63,22.03,7.92,12.41,73.0,84.45,5.7,73.5,458.17,18.93,39.64,7.8,0.982,11.53,37.01,78.7,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,11,2510.96,917.99,296.29,1449.48,0.6563,26.18,32.43,23.09,13.03,5.27,160.3,79.35,17.67,23.77,8.67,12.68,76.35,86.56,6.42,77.77,483.0,20.59,41.7,8.36,0.9937,12.28,36.89,77.03,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2020,12,2632.92,934.88,313.32,1481.78,0.6891,27.33,33.5,23.08,11.29,4.79,174.94,79.76,17.41,25.25,9.38,12.88,76.76,90.98,6.35,81.71,493.67,20.73,40.95,8.88,1.0606,13.88,38.15,80.96,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,1,2799.59,916.96,340.71,1464.36,0.7735,27.16,33.55,22.9,11.49,4.9,184.29,88.78,19.66,26.2,11.09,15.02,76.03,84.9,7.24,85.91,528.28,22.7,44.12,9.23,1.0902,13.16,37.71,78.49,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,2,2938.31,892.89,359.74,1411.22,0.7894,28.14,32.62,23.53,11.25,4.45,184.78,89.9,20.03,26.51,10.0,14.05,74.94,87.8,7.54,91.75,568.35,21.45,46.12,8.82,1.2336,13.09,37.38,77.68,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,3,2951.55,859.58,362.15,1339.23,0.8176,26.53,34.72,22.81,10.98,4.96,191.65,90.48,19.6,27.6,10.42,15.16,71.27,82.66,7.65,92.42,556.2,23.43,45.91,8.7,1.1441,12.92,35.34,73.94,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,4,2886.07,801.5,353.35,1230.7,0.7638,27.67,35.2,20.55,11.5,5.09,191.96,90.25,19.66,26.51,9.21,14.66,65.8,76.55,7.27,89.09,562.41,20.83,44.71,8.7,1.1088,13.93,32.31,68.14,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,5,2733.65,772.12,332.69,1172.88,0.745,26.45,35.7,23.11,10.66,4.08,176.69,83.97,17.76,25.14,10.09,14.05,65.72,72.28,6.33,85.28,519.15,20.29,41.67,8.19,1.0794,11.05,29.59,67.17,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,6,2563.33,758.27,309.39,1147.26,0.6878,26.98,34.12,23.12,10.86,4.92,168.23,80.11,16.6,24.65,8.81,13.33,63.77,72.14,6.29,79.23,491.31,18.43,41.84,7.91,0.9515,10.47,31.92,66.03,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,7,2427.72,745.51,290.6,1132.45,0.6492,26.73,35.35,23.77,10.06,4.09,157.89,76.35,16.99,21.2,8.89,12.09,62.97,71.63,5.82,75.36,476.03,18.36,38.96,6.84,0.9302,10.2,30.89,63.69,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,8,2311.81,812.93,275.03,1248.25,0.5809,28.8,34.94,21.56,10.59,4.11,146.54,70.67,15.86,22.35,8.13,11.4,67.32,75.45,5.77,71.79,439.82,18.41,38.37,7.11,0.9289,10.9,33.25,70.87,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,9,2222.67,825.69,263.83,1286.43,0.626,27.3,33.06,24.4,10.42,4.82,146.09,67.98,13.95,19.89,7.92,11.09,68.74,76.67,5.4,68.38,421.35,16.89,36.62,7.74,0.9156,11.0,34.75,71.35,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,10,2298.02,875.15,273.39,1383.18,0.6182,26.05,33.13,23.2,12.64,4.98,147.49,71.56,16.07,21.2,8.19,10.87,69.38,83.03,6.07,70.73,440.15,17.48,39.34,7.67,0.9441,11.4,36.83,75.4,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,11,2380.66,888.31,284.96,1418.61,0.6433,25.79,35.91,23.67,9.92,4.71,152.83,72.56,15.2,23.34,8.86,11.06,73.81,82.82,5.87,74.04,441.39,17.74,39.56,8.65,0.9859,11.11,35.65,75.78,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2021,12,2503.42,888.29,302.16,1423.92,0.6703,27.78,34.02,23.5,9.32,5.39,164.04,79.78,16.28,22.52,9.16,13.53,70.67,84.73,6.34,77.43,469.62,18.28,39.9,7.62,1.0274,11.71,35.78,76.0,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,1,2615.01,881.63,322.69,1423.81,0.677,25.88,32.49,24.68,11.77,5.18,170.28,79.09,17.83,23.74,9.27,13.17,72.15,85.75,6.3,80.95,513.4,20.44,42.29,7.83,1.064,11.7,36.25,75.81,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,2,2733.88,869.53,339.36,1389.95,0.7528,24.08,35.92,23.14,11.62,5.25,179.52,86.55,18.4,24.99,9.28,13.84,71.91,84.25,6.87,85.27,508.74,20.6,43.28,8.35,1.104,13.18,35.46,75.09,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,3,2755.26,803.2,342.75,1265.84,0.7276,26.21,33.21,24.19,10.68,5.72,179.71,85.93,18.76,26.99,10.2,14.57,66.9,78.21,6.91,84.64,529.05,20.87,45.9,8.28,1.0389,12.53,33.29,69.68,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,4,2674.58,777.39,332.0,1207.68,0.7297,28.0,32.81,23.66,10.2,5.33,171.71,82.91,17.78,24.01,8.5,13.48,67.32,73.44,6.51,83.04,506.44,19.98,42.91,8.51,1.0613,10.64,32.0,68.0,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,5,2635.73,721.52,325.25,1109.0,0.6923,24.57,35.48,23.83,11.12,5.0,171.75,80.81,18.46,25.28,9.38,12.9,58.53,67.0,6.25,82.51,485.71,20.7,39.68,8.26,1.032,11.9,28.92,62.29,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,6,2471.53,707.07,302.52,1082.53,0.6465,28.05,32.72,24.56,9.81,4.87,160.77,76.27,16.35,22.34,9.12,11.37,59.99,69.29,6.18,76.53,458.18,19.21,37.51,7.96,0.9612,12.54,28.15,59.77,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,7,2313.98,724.05,280.92,1112.88,0.6153,26.01,33.39,23.7,11.59,5.31,152.23,71.22,15.52,19.85,7.71,11.49,59.12,69.51,5.66,70.69,439.87,17.18,36.88,7.07,0.9363,10.87,31.3,62.34,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,8,2173.32,752.07,262.25,1168.34,0.5734,27.24,33.76,23.92,10.07,5.01,140.77,67.6,15.2,21.61,8.7,11.47,60.25,69.87,5.37,67.61,412.92,18.29,35.04,6.49,0.8725,10.03,30.45,64.27,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,9,2133.77,798.93,256.91,1259.11,0.5586,25.58,34.56,22.71,11.13,6.02,137.16,63.57,15.31,19.78,8.42,10.28,67.6,78.67,5.45,65.04,413.96,16.11,37.11,7.72,0.8373,11.17,33.85,69.79,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,10,2190.96,798.54,264.38,1276.46,0.5812,25.41,35.0,22.79,11.43,5.37,140.32,69.74,16.29,21.6,8.11,11.37,66.35,76.28,5.55,68.34,424.45,17.25,36.88,6.89,0.9076,9.56,31.27,68.87,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,11,2291.23,832.35,278.16,1344.22,0.6348,27.57,35.66,23.15,8.93,4.69,152.05,69.56,14.81,21.83,7.23,11.23,68.95,78.57,5.4,70.55,429.39,18.91,38.11,7.13,0.931,9.62,35.0,72.58,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2022,12,2404.35,853.87,294.29,1384.13,0.637,26.77,34.93,23.32,10.55,4.44,152.81,76.01,15.82,23.01,8.2,13.49,69.56,81.26,6.03,74.6,462.9,20.65,38.12,8.07,0.9599,12.38,35.7,74.87,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,1,2496.66,836.57,312.33,1366.09,0.6492,28.29,33.5,21.7,11.53,4.97,157.77,75.36,16.37,23.33,9.41,12.37,69.49,79.03,6.32,77.32,480.01,18.61,40.07,8.31,1.0117,12.05,34.58,71.37,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,2,2605.02,836.41,327.79,1352.06,0.6993,26.88,35.19,21.13,11.28,5.52,169.76,77.85,17.75,23.51,9.36,13.46,67.3,80.53,6.58,80.23,492.94,19.52,42.13,8.35,1.0173,13.2,34.57,72.95,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,3,2653.01,778.01,334.54,1240.15,0.6922,26.13,32.76,24.13,11.41,5.57,169.88,82.67,17.63,24.42,9.23,13.24,65.42,74.33,6.68,82.91,496.27,19.58,40.44,8.56,1.0764,12.15,31.93,66.39,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,4,2627.05,705.92,330.57,1109.36,0.7044,24.73,35.49,23.86,11.48,4.44,172.12,79.99,18.58,26.27,9.46,14.32,57.09,65.03,6.8,81.79,497.85,20.12,41.02,7.5,0.9995,12.21,30.14,60.25,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,5,2503.23,688.93,313.15,1071.3,0.663,29.22,32.1,22.14,11.39,5.15,161.72,77.66,16.94,24.7,9.21,12.57,59.42,65.26,6.22,77.54,467.19,18.67,40.32,7.33,0.953,11.37,28.89,60.9,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,6,2344.21,677.47,290.92,1049.41,0.6326,29.33,32.64,23.1,10.16,4.77,152.86,71.92,15.49,21.5,8.71,12.0,57.03,63.93,5.94,72.49,447.87,17.47,36.01,6.7,0.9537,10.49,29.29,57.04,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,7,2201.74,682.46,271.03,1061.24,0.5764,27.21,35.07,23.03,10.24,4.46,142.54,68.57,15.26,21.39,7.52,11.64,54.85,65.62,5.4,68.38,412.38,16.7,36.29,7.12,0.8386,9.59,26.68,56.86,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,8,2084.72,721.56,255.1,1133.94,0.5635,26.58,33.23,24.89,10.53,4.78,136.01,65.09,12.58,19.42,7.62,11.36,59.21,71.34,5.18,64.5,401.81,15.82,33.4,6.44,0.855,10.15,29.74,63.63,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,9,2016.13,747.22,246.17,1191.08,0.5223,27.14,34.01,23.12,11.8,3.93,132.36,61.16,13.46,19.19,7.01,10.2,57.31,72.3,5.38,63.83,389.73,14.99,34.52,6.57,0.8432,8.72,31.24,63.77,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,10,2065.38,810.57,252.74,1310.29,0.579,27.8,33.91,22.49,11.08,4.72,137.05,64.01,13.28,18.52,7.97,10.92,66.51,76.16,5.18,64.35,398.46,14.74,35.02,6.77,0.8394,9.83,33.92,70.43,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,11,2150.42,809.34,264.72,1321.63,0.5591,27.8,35.19,21.79,10.82,4.41,138.95,70.09,14.86,18.92,7.35,11.45,64.35,78.93,5.12,66.44,419.11,17.37,35.12,7.09,0.9093,11.23,34.02,70.66,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2023,12,2257.79,826.65,280.19,1354.88,0.5788,26.91,32.56,24.2,11.54,4.79,148.01,71.45,15.01,21.79,7.81,11.6,65.25,78.95,5.58,69.82,431.14,17.18,36.44,7.18,0.9019,10.21,32.66,72.23,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2024,1,2401.69,829.57,304.53,1369.6,0.6648,26.77,35.38,21.56,11.15,5.14,160.41,75.29,17.0,22.63,9.23,12.62,66.52,79.07,5.89,74.77,454.1,18.34,34.2,7.79,0.9689,11.24,34.17,71.89,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2024,2,2511.62,751.18,320.31,1227.81,0.6625,29.28,32.47,23.19,11.18,3.88,163.96,79.82,17.62,25.07,9.47,12.11,63.06,72.07,6.15,77.98,475.54,18.67,39.16,7.57,0.9704,10.58,30.61,62.94,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2024,3,2529.68,756.96,323.29,1220.22,0.6924,30.14,34.82,22.1,8.43,4.5,162.34,80.28,16.51,23.9,8.73,14.3,61.35,71.84,6.16,78.31,473.3,19.94,37.9,7.35,0.998,10.77,31.04,64.36,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2024,4,2498.7,678.45,318.66,1078.4,0.6822,26.38,33.88,22.9,12.69,4.15,165.34,76.76,16.67,22.96,8.76,12.43,57.14,67.63,5.89,77.88,471.57,19.19,38.87,7.79,0.9508,11.24,27.54,57.68,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2024,5,2361.24,677.92,299.41,1066.39,0.6055,26.2,35.86,21.21,11.42,5.3,150.08,73.45,16.49,21.7,8.29,11.97,54.06,63.68,6.2,73.61,452.61,17.33,36.74,7.56,0.8963,9.76,27.35,57.74,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2024,6,2236.62,669.53,281.37,1049.16,0.6174,28.8,32.09,22.03,12.07,5.02,143.08,72.79,14.86,22.88,8.3,10.83,53.42,63.8,5.33,69.47,429.33,17.43,35.68,6.83,0.8359,9.83,27.0,57.47,2016,electricity
